2022-12-10 19:11:03,282|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,286|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,286|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,286|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,286|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,286|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,286|DEBUG  |       timer.py| 55|Cancel timer 4415962272 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,286|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,286|DEBUG  |       timer.py| 55|Cancel timer 4415962368 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,286|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 55|Cancel timer 4415962560 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 67|Pop timer 4415962032 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,287|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,287|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue a->E: ClientGet(K1=?)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 41|Start timer 4415962944 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py|100|Start of schedule: 1 (limit 519) pending messages, 7 (limit 28469) pending timers
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue a->E: ClientGet(K1=?)
2022-12-10 19:11:03,287|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,287|INFO   |   framework.py| 83|Enqueue(fwd) E->D: ClientGet(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 41|Start timer 4415987824 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 41|Start timer 4415987920 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 41|Start timer 4415988112 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,287|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 55|Cancel timer 4415987824 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,287|DEBUG  |       timer.py| 55|Cancel timer 4415987920 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,287|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 55|Cancel timer 4415988112 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 67|Pop timer 4415962944 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,288|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,288|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 41|Start timer 4415988496 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py|100|Start of schedule: 1 (limit 511) pending messages, 7 (limit 28468) pending timers
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,288|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,288|INFO   |   framework.py| 83|Enqueue(fwd) F->D: ClientGet(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 41|Start timer 4415988736 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 41|Start timer 4415988832 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 41|Start timer 4415989024 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,288|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 55|Cancel timer 4415988736 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 55|Cancel timer 4415988832 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,288|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,288|DEBUG  |       timer.py| 55|Cancel timer 4415989024 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 67|Pop timer 4415988496 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,289|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,289|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 41|Start timer 4415989408 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py|100|Start of schedule: 1 (limit 503) pending messages, 7 (limit 28467) pending timers
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,289|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,289|INFO   |   framework.py| 83|Enqueue(fwd) F->D: ClientGet(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 41|Start timer 4415989648 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 41|Start timer 4415989744 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 41|Start timer 4415989936 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,289|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 55|Cancel timer 4415989648 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 55|Cancel timer 4415989744 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,289|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,289|DEBUG  |       timer.py| 55|Cancel timer 4415989936 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 67|Pop timer 4415989408 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,290|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,290|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 41|Start timer 4415990320 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py|100|Start of schedule: 1 (limit 495) pending messages, 7 (limit 28466) pending timers
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue a->F: ClientGet(K1=?)
2022-12-10 19:11:03,290|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,290|INFO   |   framework.py| 83|Enqueue(fwd) F->D: ClientGet(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 41|Start timer 4415990560 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 41|Start timer 4415990656 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 41|Start timer 4415990848 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,290|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 55|Cancel timer 4415990560 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 55|Cancel timer 4415990656 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,290|INFO   |   framework.py|112|Dequeue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,290|DEBUG  |       timer.py| 55|Cancel timer 4415990848 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,291|DEBUG  |       timer.py| 67|Pop timer 4415990320 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,291|DEBUG  |   framework.py| 77|Call on to rsp_timer_pop() for node a
2022-12-10 19:11:03,291|INFO   |      dynamo.py|314|Get request timed out; retrying
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue a->E: ClientGet(K1=?)
2022-12-10 19:11:03,291|DEBUG  |       timer.py| 41|Start timer 4415991232 prio 17 for node a reason ClientGet(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py|100|Start of schedule: 1 (limit 487) pending messages, 7 (limit 28465) pending timers
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue a->E: ClientGet(K1=?)
2022-12-10 19:11:03,291|INFO   |      dynamo.py|168|get(K1=?) maps to [<dynamo.DynamoNode object at 0x104cd7280>, <dynamo.DynamoNode object at 0x102db3880>, <dynamo.DynamoNode object at 0x104aac880>]
2022-12-10 19:11:03,291|INFO   |   framework.py| 83|Enqueue(fwd) E->D: ClientGet(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue a->D: ClientGet(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue D->D: GetReq(K1=?)
2022-12-10 19:11:03,291|DEBUG  |       timer.py| 41|Start timer 4415991472 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue D->B: GetReq(K1=?)
2022-12-10 19:11:03,291|DEBUG  |       timer.py| 41|Start timer 4415991568 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue D->C: GetReq(K1=?)
2022-12-10 19:11:03,291|DEBUG  |       timer.py| 41|Start timer 4416004208 prio 20 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue D->D: GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |      dynamo.py|220|D: retrieve K1=?
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue D->B: GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |      dynamo.py|220|B: retrieve K1=?
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue B->D: GetRsp(K1=1)
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue D->C: GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |      dynamo.py|220|C: retrieve K1=?
2022-12-10 19:11:03,291|INFO   |   framework.py| 42|Enqueue C->D: GetRsp(K1=1)
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue D->D: GetRsp(K1=1)
2022-12-10 19:11:03,291|DEBUG  |       timer.py| 55|Cancel timer 4415991472 for node D reason GetReq(K1=?)
2022-12-10 19:11:03,291|INFO   |   framework.py|112|Dequeue B->D: GetRsp(K1=1)
